file_name,foreground_label,position_x,position_y
0195.png,2,96,96
0196.png,8,96,96
0197.png,8,96,96
0198.png,7,96,96
0199.png,8,96,96
0200.png,5,96,96
0201.png,1,96,96
0202.png,8,96,96
0203.png,7,96,96
0204.png,1,96,96
0205.png,3,96,96
0206.png,0,96,96
0207.png,5,96,96
0208.png,7,96,96
0209.png,9,96,96
0210.png,7,96,96
0211.png,4,96,96
0212.png,5,96,96
0213.png,9,96,96
0214.png,8,96,96
0215.png,0,96,96
0216.png,7,96,96
0217.png,9,96,96
0218.png,8,96,96
0219.png,2,96,96
0220.png,7,96,96
0221.png,6,96,96
0222.png,9,96,96
0223.png,4,96,96
0224.png,3,96,96
0225.png,9,96,96
0226.png,6,96,96
0227.png,4,96,96
0228.png,7,96,96
0229.png,6,96,96
0230.png,5,96,96
0231.png,1,96,96
0232.png,5,96,96
0233.png,8,96,96
0234.png,8,96,96
0235.png,0,96,96
0236.png,4,96,96
0237.png,0,96,96
0238.png,5,96,96
0239.png,5,96,96
0240.png,1,96,96
0241.png,1,96,96
0242.png,8,96,96
0243.png,9,96,96
0244.png,0,96,96
0245.png,3,96,96
0246.png,1,96,96
0247.png,9,96,96
0248.png,2,96,96
0249.png,2,96,96
0250.png,5,96,96
0251.png,3,96,96
0252.png,9,96,96
0253.png,9,96,96
0254.png,4,96,96
0255.png,0,96,96
0256.png,3,96,96
0257.png,0,96,96
0258.png,0,96,96
0259.png,9,96,96
0260.png,8,96,96
0261.png,1,96,96
0262.png,5,96,96
0263.png,7,96,96
0264.png,0,96,96
0265.png,8,96,96
0266.png,2,96,96
0267.png,4,96,96
0268.png,7,96,96
0269.png,0,96,96
0270.png,2,96,96
0271.png,3,96,96
0272.png,6,96,96
0273.png,3,96,96
0274.png,8,96,96
0275.png,5,96,96
0276.png,0,96,96
0277.png,3,96,96
0278.png,4,96,96
0279.png,3,96,96
0280.png,9,96,96
0281.png,0,96,96
0282.png,6,96,96
0283.png,1,96,96
0284.png,0,96,96
0285.png,9,96,96
0286.png,1,96,96
0287.png,0,96,96
0288.png,7,96,96
0289.png,9,96,96
0290.png,1,96,96
0291.png,2,96,96
0292.png,6,96,96
0293.png,9,96,96
0294.png,3,96,96
0295.png,4,96,96
0296.png,6,96,96
0297.png,0,96,96
0298.png,0,96,96
0299.png,6,96,96
0300.png,6,96,96
0301.png,6,96,96
0302.png,3,96,96
0303.png,2,96,96
0304.png,6,96,96
0305.png,1,96,96
0306.png,8,96,96
0307.png,2,96,96
0308.png,1,96,96
0309.png,6,96,96
0310.png,8,96,96
0311.png,6,96,96
0312.png,8,96,96
0313.png,0,96,96
0314.png,4,96,96
0315.png,0,96,96
0316.png,7,96,96
0317.png,7,96,96
0318.png,5,96,96
0319.png,5,96,96
0320.png,3,96,96
0321.png,5,96,96
0322.png,2,96,96
0323.png,3,96,96
0324.png,4,96,96
0325.png,1,96,96
0326.png,7,96,96
0327.png,5,96,96
0328.png,4,96,96
0329.png,6,96,96
0330.png,1,96,96
0331.png,9,96,96
0332.png,3,96,96
0333.png,6,96,96
0334.png,6,96,96
0335.png,9,96,96
0336.png,3,96,96
0337.png,8,96,96
0338.png,0,96,96
0339.png,7,96,96
0340.png,2,96,96
0341.png,6,96,96
0342.png,2,96,96
0343.png,5,96,96
0344.png,8,96,96
0345.png,5,96,96
0346.png,4,96,96
0347.png,6,96,96
0348.png,8,96,96
0349.png,9,96,96
0350.png,9,96,96
0351.png,1,96,96
0352.png,0,96,96
0353.png,2,96,96
0354.png,2,96,96
0355.png,7,96,96
0356.png,3,96,96
0357.png,2,96,96
0358.png,8,96,96
0359.png,0,96,96
0360.png,9,96,96
0361.png,5,96,96
0362.png,8,96,96
0363.png,1,96,96
0364.png,9,96,96
0365.png,4,96,96
0366.png,1,96,96
0367.png,3,96,96
0368.png,8,96,96
0369.png,1,96,96
0370.png,4,96,96
0371.png,7,96,96
0372.png,9,96,96
0373.png,4,96,96
0374.png,2,96,96
0375.png,7,96,96
0376.png,0,96,96
0377.png,7,96,96
0378.png,0,96,96
0379.png,6,96,96
0380.png,6,96,96
0381.png,9,96,96
0382.png,0,96,96
0383.png,9,96,96
0384.png,2,96,96
0385.png,8,96,96
0386.png,7,96,96
0387.png,2,96,96
0388.png,2,96,96
0389.png,5,96,96
0390.png,1,96,96
0391.png,2,96,96
0392.png,6,96,96
0393.png,2,96,96
0394.png,9,96,96
0395.png,6,96,96
0396.png,2,96,96
0397.png,3,96,96
0398.png,0,96,96
0399.png,3,96,96
0400.png,9,96,96
0401.png,8,96,96
0402.png,7,96,96
0403.png,8,96,96
0404.png,8,96,96
0405.png,4,96,96
0406.png,0,96,96
0407.png,1,96,96
0408.png,8,96,96
0409.png,2,96,96
0410.png,7,96,96
0411.png,9,96,96
0412.png,3,96,96
0413.png,6,96,96
0414.png,1,96,96
0415.png,9,96,96
0416.png,0,96,96
0417.png,7,96,96
0418.png,3,96,96
0419.png,7,96,96
0420.png,4,96,96
0421.png,5,96,96
0422.png,0,96,96
0423.png,0,96,96
0424.png,2,96,96
0425.png,9,96,96
0426.png,3,96,96
0427.png,4,96,96
0428.png,0,96,96
0429.png,6,96,96
0430.png,2,96,96
0431.png,5,96,96
0432.png,3,96,96
0433.png,7,96,96
0434.png,3,96,96
0435.png,7,96,96
0436.png,2,96,96
0437.png,5,96,96
0438.png,3,96,96
0439.png,1,96,96
0440.png,1,96,96
0441.png,4,96,96
0442.png,9,96,96
0443.png,9,96,96
0444.png,5,96,96
0445.png,7,96,96
0446.png,5,96,96
0447.png,0,96,96
0448.png,2,96,96
0449.png,2,96,96
0450.png,2,96,96
0451.png,9,96,96
0452.png,7,96,96
0453.png,3,96,96
0454.png,9,96,96
0455.png,4,96,96
0456.png,3,96,96
0457.png,5,96,96
0458.png,4,96,96
0459.png,6,96,96
0460.png,5,96,96
0461.png,6,96,96
0462.png,1,96,96
0463.png,4,96,96
0464.png,3,96,96
0465.png,4,96,96
0466.png,4,96,96
0467.png,3,96,96
0468.png,7,96,96
0469.png,8,96,96
0470.png,3,96,96
0471.png,7,96,96
0472.png,8,96,96
0473.png,0,96,96
0474.png,5,96,96
0475.png,7,96,96
0476.png,6,96,96
0477.png,0,96,96
0478.png,5,96,96
0479.png,4,96,96
0480.png,8,96,96
0481.png,6,96,96
0482.png,8,96,96
0483.png,5,96,96
0484.png,5,96,96
0485.png,9,96,96
0486.png,9,96,96
0487.png,9,96,96
0488.png,5,96,96
0489.png,0,96,96
0490.png,1,96,96
0491.png,0,96,96
0492.png,8,96,96
0493.png,1,96,96
0494.png,1,96,96
0495.png,8,96,96
0496.png,0,96,96
0497.png,2,96,96
0498.png,2,96,96
0499.png,0,96,96
0500.png,4,96,96
0501.png,6,96,96
0502.png,5,96,96
0503.png,4,96,96
0504.png,9,96,96
0505.png,4,96,96
0506.png,7,96,96
0507.png,9,96,96
0508.png,9,96,96
0509.png,4,96,96
0510.png,5,96,96
0511.png,6,96,96
0512.png,6,96,96
0513.png,1,96,96
0514.png,5,96,96
0515.png,3,96,96
0516.png,8,96,96
0517.png,9,96,96
0518.png,5,96,96
0519.png,8,96,96
0520.png,5,96,96
0521.png,7,96,96
0522.png,0,96,96
0523.png,7,96,96
0524.png,0,96,96
0525.png,5,96,96
0526.png,0,96,96
0527.png,0,96,96
0528.png,4,96,96
0529.png,6,96,96
0530.png,9,96,96
0531.png,0,96,96
0532.png,9,96,96
0533.png,5,96,96
0534.png,6,96,96
0535.png,6,96,96
0536.png,6,96,96
0537.png,2,96,96
0538.png,9,96,96
0539.png,0,96,96
0540.png,1,96,96
0541.png,7,96,96
0542.png,6,96,96
0543.png,7,96,96
0544.png,5,96,96
0545.png,9,96,96
0546.png,1,96,96
0547.png,6,96,96
0548.png,2,96,96
0549.png,5,96,96
0550.png,5,96,96
0551.png,5,96,96
0552.png,8,96,96
0553.png,5,96,96
0554.png,9,96,96
0555.png,4,96,96
0556.png,6,96,96
0557.png,4,96,96
0558.png,3,96,96
0559.png,2,96,96
0560.png,0,96,96
0561.png,7,96,96
0562.png,6,96,96
0563.png,2,96,96
0564.png,2,96,96
0565.png,3,96,96
0566.png,9,96,96
0567.png,7,96,96
0568.png,9,96,96
0569.png,2,96,96
0570.png,6,96,96
0571.png,7,96,96
0572.png,1,96,96
0573.png,3,96,96
0574.png,6,96,96
0575.png,6,96,96
0576.png,8,96,96
0577.png,9,96,96
0578.png,7,96,96
0579.png,5,96,96
0580.png,4,96,96
0581.png,0,96,96
0582.png,8,96,96
0583.png,4,96,96
0584.png,0,96,96
0585.png,9,96,96
0586.png,3,96,96
0587.png,4,96,96
0588.png,8,96,96
0589.png,9,96,96
0590.png,6,96,96
0591.png,9,96,96
0592.png,2,96,96
0593.png,6,96,96
0594.png,1,96,96
0595.png,4,96,96
0596.png,7,96,96
0597.png,3,96,96
0598.png,5,96,96
0599.png,3,96,96
0600.png,8,96,96
0601.png,5,96,96
0602.png,0,96,96
0603.png,2,96,96
0604.png,1,96,96
0605.png,6,96,96
0606.png,4,96,96
0607.png,3,96,96
0608.png,3,96,96
0609.png,9,96,96
0610.png,6,96,96
0611.png,9,96,96
0612.png,8,96,96
0613.png,8,96,96
0614.png,5,96,96
0615.png,8,96,96
0616.png,6,96,96
0617.png,6,96,96
0618.png,2,96,96
0619.png,1,96,96
0620.png,7,96,96
0621.png,7,96,96
0622.png,1,96,96
0623.png,2,96,96
0624.png,7,96,96
0625.png,9,96,96
0626.png,9,96,96
0627.png,4,96,96
0628.png,4,96,96
0629.png,1,96,96
0630.png,2,96,96
0631.png,5,96,96
0632.png,6,96,96
0633.png,8,96,96
0634.png,7,96,96
0635.png,6,96,96
0636.png,8,96,96
0637.png,3,96,96
0638.png,0,96,96
0639.png,5,96,96
0640.png,5,96,96
0641.png,3,96,96
0642.png,0,96,96
0643.png,7,96,96
0644.png,9,96,96
0645.png,1,96,96
0646.png,3,96,96
0647.png,4,96,96
0648.png,4,96,96
0649.png,5,96,96
0650.png,3,96,96
0651.png,9,96,96
0652.png,5,96,96
0653.png,6,96,96
0654.png,9,96,96
0655.png,2,96,96
0656.png,1,96,96
0657.png,1,96,96
0658.png,4,96,96
0659.png,1,96,96
0660.png,9,96,96
0661.png,4,96,96
0662.png,7,96,96
0663.png,6,96,96
0664.png,3,96,96
0665.png,8,96,96
0666.png,9,96,96
0667.png,0,96,96
0668.png,1,96,96
0669.png,3,96,96
0670.png,6,96,96
0671.png,3,96,96
0672.png,6,96,96
0673.png,3,96,96
0674.png,2,96,96
0675.png,0,96,96
0676.png,3,96,96
0677.png,1,96,96
0678.png,0,96,96
0679.png,5,96,96
0680.png,9,96,96
0681.png,6,96,96
0682.png,4,96,96
0683.png,8,96,96
0684.png,9,96,96
0685.png,6,96,96
0686.png,9,96,96
0687.png,6,96,96
0688.png,3,96,96
0689.png,0,96,96
0690.png,3,96,96
0691.png,2,96,96
0692.png,2,96,96
0693.png,7,96,96
0694.png,8,96,96
0695.png,3,96,96
0696.png,8,96,96
0697.png,2,96,96
0698.png,7,96,96
0699.png,5,96,96
0700.png,7,96,96
0701.png,2,96,96
0702.png,4,96,96
0703.png,8,96,96
0704.png,7,96,96
0705.png,4,96,96
0706.png,2,96,96
0707.png,9,96,96
0708.png,8,96,96
0709.png,8,96,96
0710.png,6,96,96
0711.png,8,96,96
0712.png,8,96,96
0713.png,7,96,96
0714.png,4,96,96
0715.png,3,96,96
0716.png,3,96,96
0717.png,8,96,96
0718.png,4,96,96
0719.png,9,96,96
0720.png,4,96,96
0721.png,8,96,96
0722.png,8,96,96
0723.png,1,96,96
0724.png,8,96,96
0725.png,2,96,96
0726.png,1,96,96
0727.png,3,96,96
0728.png,6,96,96
0729.png,5,96,96
0730.png,4,96,96
0731.png,2,96,96
0732.png,7,96,96
0733.png,9,96,96
0734.png,9,96,96
0735.png,4,96,96
0736.png,1,96,96
0737.png,4,96,96
0738.png,1,96,96
0739.png,3,96,96
0740.png,2,96,96
0741.png,7,96,96
0742.png,0,96,96
0743.png,7,96,96
0744.png,9,96,96
0745.png,7,96,96
0746.png,6,96,96
0747.png,6,96,96
0748.png,2,96,96
0749.png,5,96,96
0750.png,9,96,96
0751.png,2,96,96
0752.png,9,96,96
0753.png,1,96,96
0754.png,2,96,96
0755.png,2,96,96
0756.png,6,96,96
0757.png,8,96,96
0758.png,2,96,96
0759.png,1,96,96
0760.png,3,96,96
0761.png,6,96,96
0762.png,6,96,96
0763.png,0,96,96
0764.png,1,96,96
0765.png,2,96,96
0766.png,7,96,96
0767.png,0,96,96
0768.png,5,96,96
0769.png,4,96,96
0770.png,6,96,96
0771.png,1,96,96
0772.png,6,96,96
0773.png,4,96,96
0774.png,0,96,96
0775.png,2,96,96
0776.png,2,96,96
0777.png,6,96,96
0778.png,0,96,96
0779.png,5,96,96
0780.png,9,96,96
0781.png,1,96,96
0782.png,7,96,96
0783.png,6,96,96
0784.png,7,96,96
0785.png,0,96,96
0786.png,3,96,96
0787.png,9,96,96
0788.png,6,96,96
0789.png,8,96,96
0790.png,3,96,96
0791.png,0,96,96
0792.png,3,96,96
0793.png,4,96,96
0794.png,7,96,96
0795.png,7,96,96
0796.png,1,96,96
0797.png,4,96,96
0798.png,7,96,96
0799.png,2,96,96
0800.png,7,96,96
0801.png,1,96,96
0802.png,4,96,96
0803.png,7,96,96
0804.png,4,96,96
0805.png,4,96,96
0806.png,8,96,96
0807.png,4,96,96
0808.png,7,96,96
0809.png,7,96,96
0810.png,5,96,96
0811.png,3,96,96
0812.png,7,96,96
0813.png,2,96,96
0814.png,0,96,96
0815.png,8,96,96
0816.png,9,96,96
0817.png,5,96,96
0818.png,8,96,96
0819.png,3,96,96
0820.png,6,96,96
0821.png,2,96,96
0822.png,0,96,96
0823.png,8,96,96
0824.png,7,96,96
0825.png,3,96,96
0826.png,7,96,96
0827.png,6,96,96
0828.png,5,96,96
0829.png,3,96,96
0830.png,1,96,96
0831.png,3,96,96
0832.png,2,96,96
0833.png,2,96,96
0834.png,5,96,96
0835.png,4,96,96
0836.png,1,96,96
0837.png,2,96,96
0838.png,9,96,96
0839.png,2,96,96
0840.png,7,96,96
0841.png,0,96,96
0842.png,7,96,96
0843.png,2,96,96
0844.png,1,96,96
0845.png,3,96,96
0846.png,2,96,96
0847.png,0,96,96
0848.png,2,96,96
0849.png,4,96,96
0850.png,7,96,96
0851.png,9,96,96
0852.png,8,96,96
0853.png,9,96,96
0854.png,0,96,96
0855.png,7,96,96
0856.png,7,96,96
0857.png,0,96,96
0858.png,7,96,96
0859.png,8,96,96
0860.png,4,96,96
0861.png,6,96,96
0862.png,3,96,96
0863.png,3,96,96
0864.png,0,96,96
0865.png,1,96,96
0866.png,3,96,96
0867.png,7,96,96
0868.png,0,96,96
0869.png,1,96,96
0870.png,3,96,96
0871.png,1,96,96
0872.png,4,96,96
0873.png,2,96,96
0874.png,3,96,96
0875.png,8,96,96
0876.png,4,96,96
0877.png,2,96,96
0878.png,3,96,96
0879.png,7,96,96
0880.png,8,96,96
0881.png,4,96,96
0882.png,3,96,96
0883.png,0,96,96
0884.png,9,96,96
0885.png,0,96,96
0886.png,0,96,96
0887.png,1,96,96
0888.png,0,96,96
0889.png,4,96,96
0890.png,4,96,96
0891.png,6,96,96
0892.png,7,96,96
0893.png,6,96,96
0894.png,1,96,96
0895.png,1,96,96
0896.png,3,96,96
0897.png,7,96,96
0898.png,3,96,96
0899.png,5,96,96
0900.png,2,96,96
0901.png,6,96,96
0902.png,6,96,96
0903.png,5,96,96
0904.png,8,96,96
0905.png,7,96,96
0906.png,1,96,96
0907.png,6,96,96
0908.png,8,96,96
0909.png,8,96,96
0910.png,5,96,96
0911.png,3,96,96
0912.png,0,96,96
0913.png,4,96,96
0914.png,0,96,96
0915.png,1,96,96
0916.png,3,96,96
0917.png,8,96,96
0918.png,8,96,96
0919.png,0,96,96
0920.png,6,96,96
0921.png,9,96,96
0922.png,9,96,96
0923.png,9,96,96
0924.png,5,96,96
0925.png,5,96,96
0926.png,8,96,96
0927.png,6,96,96
0928.png,0,96,96
0929.png,0,96,96
0930.png,4,96,96
0931.png,2,96,96
0932.png,3,96,96
0933.png,2,96,96
0934.png,7,96,96
0935.png,2,96,96
0936.png,2,96,96
0937.png,5,96,96
0938.png,9,96,96
0939.png,8,96,96
0940.png,9,96,96
0941.png,1,96,96
0942.png,7,96,96
0943.png,4,96,96
0944.png,0,96,96
0945.png,3,96,96
0946.png,0,96,96
0947.png,1,96,96
0948.png,3,96,96
0949.png,8,96,96
0950.png,3,96,96
0951.png,9,96,96
0952.png,6,96,96
0953.png,1,96,96
0954.png,4,96,96
0955.png,7,96,96
0956.png,0,96,96
0957.png,3,96,96
0958.png,7,96,96
0959.png,8,96,96
0960.png,9,96,96
0961.png,1,96,96
0962.png,1,96,96
0963.png,6,96,96
0964.png,6,96,96
0965.png,6,96,96
0966.png,6,96,96
0967.png,9,96,96
0968.png,1,96,96
0969.png,9,96,96
0970.png,9,96,96
0971.png,4,96,96
0972.png,2,96,96
0973.png,1,96,96
0974.png,7,96,96
0975.png,0,96,96
0976.png,6,96,96
0977.png,8,96,96
0978.png,1,96,96
0979.png,9,96,96
0980.png,2,96,96
0981.png,9,96,96
0982.png,0,96,96
0983.png,4,96,96
0984.png,7,96,96
0985.png,8,96,96
0986.png,3,96,96
0987.png,1,96,96
0988.png,2,96,96
0989.png,0,96,96
0990.png,1,96,96
0991.png,5,96,96
0992.png,8,96,96
0993.png,4,96,96
0994.png,6,96,96
0995.png,3,96,96
0996.png,8,96,96
0997.png,1,96,96
0998.png,3,96,96
0999.png,8,96,96
1000.png,5,96,96
1001.png,0,96,96
1002.png,8,96,96
1003.png,4,96,96
1004.png,8,96,96
1005.png,1,96,96
1006.png,1,96,96
1007.png,8,96,96
1008.png,9,96,96
1009.png,6,96,96
1010.png,0,96,96
1011.png,8,96,96
1012.png,6,96,96
1013.png,1,96,96
1014.png,3,96,96
1015.png,4,96,96
1016.png,1,96,96
1017.png,6,96,96
1018.png,0,96,96
1019.png,5,96,96
1020.png,1,96,96
1021.png,1,96,96
1022.png,0,96,96
1023.png,0,96,96
1024.png,3,96,96
1025.png,5,96,96
1026.png,0,96,96
1027.png,0,96,96
1028.png,6,96,96
1029.png,6,96,96
1030.png,3,96,96
1031.png,3,96,96
1032.png,6,96,96
1033.png,3,96,96
1034.png,6,96,96
1035.png,6,96,96
1036.png,0,96,96
1037.png,7,96,96
1038.png,2,96,96
1039.png,2,96,96
1040.png,7,96,96
1041.png,5,96,96
1042.png,5,96,96
1043.png,2,96,96
1044.png,8,96,96
1045.png,5,96,96
1046.png,2,96,96
1047.png,1,96,96
1048.png,1,96,96
1049.png,4,96,96
1050.png,3,96,96
1051.png,2,96,96
1052.png,0,96,96
1053.png,3,96,96
1054.png,1,96,96
1055.png,5,96,96
1056.png,3,96,96
1057.png,7,96,96
1058.png,6,96,96
1059.png,8,96,96
1060.png,9,96,96
1061.png,1,96,96
1062.png,6,96,96
1063.png,4,96,96
1064.png,9,96,96
1065.png,3,96,96
1066.png,9,96,96
1067.png,0,96,96
1068.png,9,96,96
1069.png,6,96,96
1070.png,3,96,96
1071.png,6,96,96
1072.png,0,96,96
1073.png,7,96,96
1074.png,3,96,96
1075.png,8,96,96
1076.png,0,96,96
1077.png,0,96,96
1078.png,0,96,96
1079.png,6,96,96
1080.png,6,96,96
1081.png,6,96,96
1082.png,9,96,96
1083.png,2,96,96
1084.png,5,96,96
1085.png,4,96,96
1086.png,4,96,96
1087.png,6,96,96
1088.png,3,96,96
1089.png,6,96,96
1090.png,0,96,96
1091.png,8,96,96
1092.png,6,96,96
1093.png,0,96,96
1094.png,6,96,96
1095.png,2,96,96
1096.png,7,96,96
1097.png,5,96,96
1098.png,1,96,96
1099.png,2,96,96
1100.png,7,96,96
1101.png,8,96,96
1102.png,8,96,96
1103.png,0,96,96
1104.png,9,96,96
1105.png,4,96,96
1106.png,9,96,96
1107.png,7,96,96
1108.png,2,96,96
1109.png,0,96,96
1110.png,2,96,96
1111.png,8,96,96
1112.png,3,96,96
1113.png,8,96,96
1114.png,9,96,96
1115.png,1,96,96
1116.png,5,96,96
1117.png,5,96,96
1118.png,4,96,96
1119.png,7,96,96
1120.png,5,96,96
1121.png,3,96,96
1122.png,8,96,96
1123.png,3,96,96
1124.png,3,96,96
1125.png,6,96,96
1126.png,2,96,96
1127.png,8,96,96
1128.png,4,96,96
1129.png,3,96,96
1130.png,7,96,96
1131.png,1,96,96
1132.png,2,96,96
1133.png,4,96,96
1134.png,1,96,96
1135.png,6,96,96
1136.png,9,96,96
1137.png,0,96,96
1138.png,5,96,96
1139.png,8,96,96
1140.png,6,96,96
1141.png,1,96,96
1142.png,8,96,96
1143.png,6,96,96
1144.png,1,96,96
1145.png,4,96,96
1146.png,2,96,96
1147.png,6,96,96
1148.png,2,96,96
1149.png,7,96,96
1150.png,2,96,96
1151.png,2,96,96
1152.png,0,96,96
1153.png,8,96,96
1154.png,6,96,96
1155.png,9,96,96
1156.png,1,96,96
1157.png,7,96,96
1158.png,1,96,96
1159.png,8,96,96
1160.png,8,96,96
1161.png,0,96,96
1162.png,7,96,96
1163.png,3,96,96
1164.png,8,96,96
1165.png,0,96,96
1166.png,3,96,96
1167.png,4,96,96
1168.png,3,96,96
1169.png,7,96,96
1170.png,7,96,96
1171.png,9,96,96
1172.png,2,96,96
1173.png,3,96,96
1174.png,1,96,96
1175.png,9,96,96
1176.png,1,96,96
1177.png,9,96,96
1178.png,6,96,96
1179.png,3,96,96
1180.png,3,96,96
1181.png,3,96,96
1182.png,1,96,96
1183.png,0,96,96
1184.png,6,96,96
1185.png,1,96,96
1186.png,4,96,96
1187.png,1,96,96
1188.png,0,96,96
1189.png,0,96,96
1190.png,1,96,96
1191.png,1,96,96
1192.png,6,96,96
1193.png,5,96,96
1194.png,4,96,96
1195.png,6,96,96
1196.png,2,96,96
1197.png,0,96,96
1198.png,7,96,96
1199.png,9,96,96
1200.png,8,96,96
1201.png,7,96,96
1202.png,2,96,96
1203.png,0,96,96
1204.png,6,96,96
1205.png,8,96,96
1206.png,1,96,96
1207.png,4,96,96
1208.png,3,96,96
1209.png,7,96,96
1210.png,0,96,96
1211.png,6,96,96
1212.png,1,96,96
1213.png,8,96,96
1214.png,5,96,96
1215.png,7,96,96
1216.png,8,96,96
1217.png,4,96,96
1218.png,8,96,96
1219.png,3,96,96
1220.png,9,96,96
1221.png,9,96,96
1222.png,9,96,96
1223.png,8,96,96
1224.png,7,96,96
1225.png,6,96,96
1226.png,6,96,96
1227.png,3,96,96
1228.png,5,96,96
1229.png,1,96,96
1230.png,5,96,96
1231.png,9,96,96
1232.png,1,96,96
1233.png,4,96,96
1234.png,1,96,96
1235.png,5,96,96
1236.png,7,96,96
1237.png,0,96,96
1238.png,1,96,96
1239.png,5,96,96
1240.png,2,96,96
1241.png,0,96,96
1242.png,8,96,96
1243.png,8,96,96
1244.png,5,96,96
1245.png,6,96,96
1246.png,7,96,96
1247.png,3,96,96
1248.png,2,96,96
1249.png,4,96,96
1250.png,7,96,96
1251.png,2,96,96
1252.png,5,96,96
1253.png,8,96,96
1254.png,2,96,96
1255.png,4,96,96
1256.png,9,96,96
1257.png,2,96,96
1258.png,1,96,96
1259.png,8,96,96
1260.png,1,96,96
1261.png,9,96,96
1262.png,8,96,96
1263.png,8,96,96
1264.png,8,96,96
1265.png,9,96,96
1266.png,0,96,96
1267.png,4,96,96
1268.png,3,96,96
